receiver_id,sender_id,num_events,num_selected_receiver_loc,num_selected_local_continue,num_selected_teacher_guided,num_selected_same_origin_merge,rollback_rate,local_continue_accept_rate,teacher_guided_accept_rate,same_origin_merge_accept_rate,mean_best_alpha,mean_selected_val_loss,mean_delta_local_continue_vs_loc,mean_delta_teacher_guided_vs_loc,mean_delta_teacher_guided_vs_local_continue,mean_delta_same_origin_merge_vs_loc,mean_delta_same_origin_merge_vs_local_continue,mean_delta_same_origin_merge_vs_teacher_guided,mean_teacher_better_ratio_avg,mean_teacher_worse_ratio_avg,mean_positive_active_ratio_avg,mean_repulsion_active_ratio_avg,mean_positive_loss_avg,mean_repulsion_loss_avg
6,8,3,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.20000000000000004,0.0009949083932475431,1.4384027914169265e-05,0.00011655481378872229,0.00010217078587455303,-1.5873361497401148e-05,-3.0257389411570415e-05,-0.00013242817528612345,0.47463419040044147,0.5253658095995585,0.4690278470516205,0.5196667313575745,0.00047900916374438927,0.0012294085620288134
7,1,3,0,2,0,1,0.0,0.6666666666666666,0.0,0.3333333333333333,0.31666666666666665,0.0006830660001441385,-1.823261740485139e-05,3.0096699454352366e-05,4.8329316859203756e-05,-3.463107031933104e-05,-1.6398452914479654e-05,-6.472776977368341e-05,0.42369189858436584,0.5763081113497416,0.4197104473908742,0.5724194049835205,0.00042010706013044264,0.0011506771541170682
7,2,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.4166666666666667,0.0007176970704634695,-6.285770473570921e-05,-6.368019836835327e-05,-8.224936326440606e-07,-0.0001923499716192494,-0.00012949226688354018,-0.00012866977325089613,0.3919692138830821,0.6080307960510254,0.3874336779117584,0.6029468576113383,0.000492599980332028,0.0011069120426829093
7,3,3,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0006607756311140206,4.1628149292343396e-05,0.0001356169132082743,9.398876391593091e-05,1.5521219632837707e-06,-4.007602732905962e-05,-0.00013406479124499054,0.3244352142016093,0.6755647857983907,0.3215698301792145,0.6728023091952006,0.0005624498732089332,0.0008670787603853896
7,4,2,1,0,0,1,0.5,0.0,0.0,0.5,0.5,0.0006670174234262731,2.7867329706881367e-05,2.582091174614399e-05,-2.0464179607373773e-06,-4.955315984997454e-06,-3.282264569187882e-05,-3.0776227731141444e-05,0.4442067891359329,0.5557931959629059,0.43856707215309143,0.5506758987903595,0.0002883873609595648,0.0013662777575992333
7,5,3,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6,0.0006648356088313881,7.635850998125786e-05,5.450274886278421e-05,-2.1855761118473643e-05,1.3104801761956451e-05,-6.32537082193014e-05,-4.139794710082776e-05,0.44597820440928143,0.5540217757225037,0.44106842080752057,0.5489480098088583,0.0003443331682565073,0.001307289589220992
7,6,3,3,0,0,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0006473817654016105,0.00016137801219482187,0.0001504378825123048,-1.094012968251705e-05,7.819774680776477e-05,-8.31802653870571e-05,-7.224013570454005e-05,0.3629336853822072,0.6370663046836853,0.3589680691560109,0.6331640084584554,0.00044525552048142893,0.0010466821219512789
7,8,3,0,0,1,2,0.0,0.0,0.3333333333333333,0.6666666666666666,0.7833333333333333,0.0006473817654016105,0.00013602923948200047,-5.42732005868472e-06,-0.00014145655954068517,-1.3393865712410033e-05,-0.00014942310519441048,-7.966545653725313e-06,0.38415607810020447,0.6158439119656881,0.3802933593591054,0.6115198731422424,0.0003875594323253433,0.0011526253530524339
8,1,3,2,0,1,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.7833333333333333,0.0008432800404215628,3.498084696196764e-05,-6.323940664206787e-05,-9.822025360403551e-05,-8.268691372168161e-05,-0.00011766776068364926,-1.944750707961374e-05,0.33900176485379535,0.6609982053438822,0.33635802070299786,0.6582392056783041,0.0010861838397117941,0.0006462765334125302
8,2,3,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,0.46666666666666673,0.0007861636650250154,3.185593330623403e-05,6.398484488159943e-05,3.2128911575365405e-05,-1.3651135497627743e-05,-4.5507068803861774e-05,-7.763598037922718e-05,0.44706059495608014,0.5529393951098124,0.4416973888874054,0.5477389891942342,0.00037468643124813247,0.0012855820638073927
