count,mean,std,min,max,range,client,date
48,8.668729166666667,3.4323516951401127,4.412,15.853,11.440999999999999,5,2013-02-16
48,9.702937499999999,2.9552235427290445,4.853,16.209,11.356,5,2013-02-17
48,8.264333333333333,2.9983626548383167,5.227,16.099,10.872,5,2013-02-18
48,8.788458333333333,3.1566082724121785,4.781,15.549,10.768,5,2013-02-19
48,9.124479166666667,3.43463248979891,5.333,16.853,11.520000000000001,5,2013-02-20
48,7.838916666666667,2.8974137979087597,4.816,15.68,10.864,5,2013-02-21
48,8.296083333333334,2.0482393667601695,5.056,13.029,7.973,5,2013-02-22
48,8.983708333333334,2.7583248382162258,4.487,14.921,10.434,5,2013-02-23
48,12.748979166666667,6.662051037093106,4.59,23.751,19.161,5,2013-02-24
48,11.769374999999998,5.460038810652338,5.082,20.827,15.745000000000001,5,2013-02-25
48,8.257666666666667,3.15650908935895,5.0200000000000005,16.813,11.793,5,2013-02-26
48,9.286791666666668,3.692626395988987,4.828,19.914,15.086000000000002,5,2013-02-27
48,8.849541666666667,3.659094254618811,4.686,17.474,12.788,5,2013-02-28
48,8.166833333333333,2.52977835488066,4.393,14.882,10.489,5,2013-03-01
48,9.573166666666667,3.2834378022765156,4.288,17.425,13.137,5,2013-03-02
48,9.131208333333333,2.950167243426108,5.146,15.117,9.971,5,2013-03-03
48,7.999604166666667,2.7857186607774205,4.343,14.847,10.504,5,2013-03-04
48,7.665354166666667,2.7955868678556475,4.329,14.02,9.690999999999999,5,2013-03-05
48,7.9734375,2.6998793661486657,4.591,13.585,8.994,5,2013-03-06
48,8.718770833333332,2.9182798579546763,4.875,14.913,10.038,5,2013-03-07
48,8.677229166666667,3.1569894239545686,4.453,14.691,10.238,5,2013-03-08
48,9.183625000000001,2.5304408380964736,5.96,15.596,9.636,5,2013-03-09
48,9.470770833333333,3.7595656281441214,4.484,17.471,12.987,5,2013-03-10
48,8.592708333333333,3.222295131287723,4.341,15.06,10.719000000000001,5,2013-03-11
48,7.793145833333334,2.732929898358898,4.555,13.629,9.074,5,2013-03-12
48,8.816333333333334,3.498582669458514,4.183,17.183,13.0,5,2013-03-13
48,8.780270833333333,3.381563724515774,4.214,15.587,11.373,5,2013-03-14
48,7.3726875000000005,2.0804716645689907,4.796,12.123,7.326999999999999,5,2013-03-15
48,8.079541666666666,2.84848488250974,4.193,14.836,10.643,5,2013-03-16
48,7.499583333333334,2.0776672663118,4.305,11.156,6.851000000000001,5,2013-03-17
48,6.527229166666667,2.6588895157571986,3.811,13.379,9.568,5,2013-03-18
48,6.677979166666667,2.880835107126119,3.71,13.401,9.690999999999999,5,2013-03-19
48,6.954458333333334,2.2593575245540185,3.958,12.52,8.562,5,2013-03-20
48,7.222520833333333,2.596881476658505,4.041,12.889,8.847999999999999,5,2013-03-21
48,8.741708333333333,3.847220234161524,4.182,15.952,11.77,5,2013-03-22
48,10.048333333333334,4.180618662012013,4.357,22.038,17.681,5,2013-03-23
48,11.740666666666668,6.502759454633293,4.378,22.792,18.414,5,2013-03-24
48,8.7674375,3.035352732183955,5.21,15.769,10.559000000000001,5,2013-03-25
48,9.128458333333333,3.5617362306816536,4.6530000000000005,16.942,12.289,5,2013-03-26
48,8.918875,3.607864928977343,4.216,16.718,12.501999999999999,5,2013-03-27
48,11.452833333333333,6.603187667777323,4.846,24.943,20.097,5,2013-03-28
48,8.171145833333334,1.7480787994019145,5.119,12.001,6.882,5,2013-03-29
48,6.655104166666667,2.1797556201066497,3.919,11.734,7.8149999999999995,5,2013-03-30
48,7.6234375000000005,2.374672885927569,3.817,12.886,9.068999999999999,5,2013-03-31
48,7.757479166666666,2.7644986848034754,4.26,14.99,10.73,5,2013-04-01
48,7.6766041666666665,2.399059893353471,4.69,12.984,8.294,5,2013-04-02
48,7.5690833333333325,2.65852288081209,4.026,13.779,9.753,5,2013-04-03
48,8.013541666666667,2.94307396801468,3.947,15.577,11.629999999999999,5,2013-04-04
48,7.633229166666666,2.654283909837985,3.543,13.755,10.212,5,2013-04-05
48,7.827083333333333,2.6329310407316453,4.402,15.259,10.857,5,2013-04-06
50,8.52682,3.2387918740903174,3.658,17.195,13.537,5,2013-04-07
48,7.419604166666667,3.051193563039095,4.087,15.375,11.288,5,2013-04-08
48,7.1856875,2.8686885368653305,4.242,16.668,12.425999999999998,5,2013-04-09
48,7.588958333333333,2.928113073028382,3.561,15.881,12.32,5,2013-04-10
48,6.826250000000001,2.5883211308869196,3.624,12.736,9.112,5,2013-04-11
48,7.781854166666666,3.3975507009482855,4.082,16.455000000000002,12.373000000000001,5,2013-04-12
48,7.890375,2.8349603218732624,3.875,14.829,10.954,5,2013-04-13
48,8.059416666666666,2.6744254728687205,4.13,15.256,11.126000000000001,5,2013-04-14
48,7.5796874999999995,2.7668440286704556,3.97,14.61,10.639999999999999,5,2013-04-15
48,7.967479166666667,3.0719925129395644,4.102,14.594,10.491999999999999,5,2013-04-16
48,7.694354166666667,2.792763235385062,3.875,15.318,11.443,5,2013-04-17
48,7.996458333333333,2.916495032538663,4.14,15.497,11.357,5,2013-04-18
48,7.194187500000001,2.238507212086624,3.769,12.032,8.263,5,2013-04-19
48,9.150958333333334,3.6248658549402974,3.665,15.8,12.135000000000002,5,2013-04-20
48,9.077708333333334,3.302880979415455,5.033,18.988,13.954999999999998,5,2013-04-21
48,8.696354166666667,3.090562824798231,4.344,16.372,12.027999999999999,5,2013-04-22
48,7.815479166666667,2.6909412178370995,4.486,15.684,11.198,5,2013-04-23
48,7.129270833333333,2.7309209321865415,3.789,14.93,11.141,5,2013-04-24
48,8.1774375,2.689625378535401,4.423,13.692,9.269,5,2013-04-25
48,7.967625000000001,2.942801571704339,4.324,15.367,11.043000000000001,5,2013-04-26
48,8.083,2.3569405249810345,4.291,13.099,8.808,5,2013-04-27
48,8.288791666666667,3.0182348015646308,4.431,16.793,12.361999999999998,5,2013-04-28
48,7.649562499999999,3.004420324350829,4.325,14.365,10.04,5,2013-04-29
48,7.538875,3.3200519646343403,3.734,15.526,11.792,5,2013-04-30
48,7.5560833333333335,2.9272370447765343,4.441,14.183,9.742,5,2013-05-01
48,7.340291666666666,2.696473528071183,4.235,14.817,10.582,5,2013-05-02
48,7.476416666666666,2.777417596175645,4.196,14.406,10.21,5,2013-05-03
48,8.269958333333333,2.8771546594504027,4.65,14.908,10.258,5,2013-05-04
48,8.240770833333334,3.2409085424318596,4.085,17.092,13.006999999999998,5,2013-05-05
48,8.211,3.4850217863112176,4.196,16.046,11.85,5,2013-05-06
48,8.884,3.878968024638797,4.307,18.491,14.184,5,2013-05-07
48,8.209249999999999,3.278346485783811,4.26,16.305,12.045,5,2013-05-08
48,7.994458333333333,3.4577305923525588,3.977,15.3,11.323,5,2013-05-09
48,7.942916666666666,3.0567090830564356,4.416,16.08,11.663999999999998,5,2013-05-10
48,8.874583333333334,3.642042955063108,4.112,19.577,15.465000000000002,5,2013-05-11
48,8.755604166666666,2.8215758893846417,4.0840000000000005,16.009,11.925,5,2013-05-12
48,8.365625,3.6570230401184856,4.392,17.28,12.888000000000002,5,2013-05-13
48,8.415979166666666,3.2841993842185375,4.509,16.68,12.171,5,2013-05-14
48,8.488,3.8240486621135936,4.125,17.718,13.593,5,2013-05-15
48,8.706979166666667,3.6396863115336267,4.047,17.625999999999998,13.578999999999997,5,2013-05-16
48,9.116208333333333,4.732647246063641,4.212,21.625,17.413,5,2013-05-17
48,10.559333333333333,4.557490679176441,4.331,21.218,16.887,5,2013-05-18
48,10.304583333333333,4.875333524142856,4.72,22.685,17.965,5,2013-05-19
48,10.501604166666667,5.047187014058016,4.615,21.953,17.338,5,2013-05-20
48,9.742854166666666,3.8665387676977883,5.149,17.86,12.710999999999999,5,2013-05-21
48,10.565979166666667,5.438729104869305,4.862,25.389,20.527,5,2013-05-22
48,10.565645833333333,3.9886548443857417,5.237,22.229,16.991999999999997,5,2013-05-23
48,8.618666666666668,3.8008955234446846,4.668,19.523,14.855,5,2013-05-24
48,9.414020833333334,4.230417641922445,3.71,19.441,15.730999999999998,5,2013-05-25
48,10.061645833333333,4.646079062944496,4.744,23.896,19.152,5,2013-05-26
48,11.265812500000001,5.58434686425064,4.201,23.259,19.058,5,2013-05-27
48,10.20375,4.463790215176603,5.035,18.938,13.902999999999999,5,2013-05-28
48,8.312708333333333,3.635419446421339,3.5340000000000003,15.374,11.84,5,2013-05-29
48,8.954145833333333,3.9841103493945154,4.357,19.698,15.341000000000001,5,2013-05-30
48,8.159520833333334,3.462852009848231,3.769,17.035,13.266,5,2013-05-31
48,9.5915625,3.4233733575154806,4.121,19.324,15.203000000000001,5,2013-06-01
48,12.335625,5.995126395221442,5.34,28.176,22.836,5,2013-06-02
48,10.852166666666667,5.5294976468889425,5.125,26.582,21.457,5,2013-06-03
48,10.099625,4.179487928651629,5.496,19.443,13.947000000000001,5,2013-06-04
48,9.552854166666666,4.202398322283503,4.848,21.661,16.813000000000002,5,2013-06-05
48,9.955916666666667,3.7798759173225007,5.473,18.826,13.353000000000002,5,2013-06-06
48,9.326854166666667,3.4111832662805557,5.017,17.177,12.16,5,2013-06-07
48,10.003187500000001,3.2582699864377846,4.511,17.052,12.541,5,2013-06-08
48,9.616958333333333,3.1249941954556,5.418,20.336,14.918,5,2013-06-09
48,11.218229166666667,5.597431083416686,5.376,23.717,18.340999999999998,5,2013-06-10
48,9.517000000000001,4.7336696933729385,4.889,19.728,14.839000000000002,5,2013-06-11
48,10.556666666666667,4.795276436170366,5.291,24.566000000000003,19.275000000000002,5,2013-06-12
48,10.440583333333334,4.427443096854721,5.865,21.566,15.700999999999999,5,2013-06-13
48,10.106187499999999,4.391693758731217,5.446,20.503,15.057,5,2013-06-14
48,10.924729166666665,5.041246480189679,5.87,24.268,18.398,5,2013-06-15
48,10.836791666666668,4.646501694632957,5.711,25.166,19.455,5,2013-06-16
48,11.835416666666667,5.607035636698386,5.157,24.622,19.465,5,2013-06-17
48,11.306875,5.547029078800996,5.896,26.087,20.191,5,2013-06-18
48,12.125166666666667,5.640215562250478,5.417,26.0,20.583,5,2013-06-19
48,12.255145833333332,5.690753975359275,6.022,25.181,19.159,5,2013-06-20
48,11.757125,4.888633945836299,5.242,23.656,18.413999999999998,5,2013-06-21
48,11.969416666666667,4.4713099505356215,5.89,21.56,15.669999999999998,5,2013-06-22
48,13.38675,5.726019030370946,6.594,26.191,19.596999999999998,5,2013-06-23
48,12.562583333333334,5.523136142081926,6.105,24.389,18.284,5,2013-06-24
48,13.030333333333333,6.196344908649805,5.977,28.066,22.089,5,2013-06-25
48,12.125666666666667,5.4893801934099455,5.965,25.901,19.936,5,2013-06-26
48,11.881145833333333,3.992571527701421,6.015,22.7,16.685,5,2013-06-27
48,11.151562499999999,4.912060736275734,5.518,21.629,16.111,5,2013-06-28
48,12.438416666666667,4.85797244210246,6.221,24.459,18.238,5,2013-06-29
48,13.848916666666668,4.922917582574658,6.091,23.423,17.331999999999997,5,2013-06-30
1,10.58,,10.58,10.58,0.0,5,2013-07-01
47,11.943446808510638,6.845374781903315,5.481,29.121,23.64,6,2010-07-01
48,12.970229166666668,7.210293957001009,5.404,30.223,24.819,6,2010-07-02
48,13.328562499999999,5.998431982720965,5.014,25.483,20.469,6,2010-07-03
48,13.094166666666666,6.161918371269162,5.96,26.728,20.768,6,2010-07-04
48,12.559166666666668,5.771722871708359,4.633,24.004,19.371000000000002,6,2010-07-05
48,10.232333333333333,5.035826988786739,4.476999999999999,20.305,15.828,6,2010-07-06
48,10.965354166666666,5.340335818947269,4.597,23.344,18.747,6,2010-07-07
48,11.741729166666666,5.526460168038708,5.622,23.924,18.302,6,2010-07-08
48,11.929479166666667,4.064799395691787,7.459,21.283,13.824000000000002,6,2010-07-09
48,11.306958333333334,5.329568630335947,4.756,21.883,17.127,6,2010-07-10
48,9.478395833333334,3.3582688659713464,5.145,18.854,13.709,6,2010-07-11
48,10.090895833333333,3.80284478196612,5.579,18.166,12.587,6,2010-07-12
48,10.621229166666668,3.918506403685842,6.019,19.392,13.373,6,2010-07-13
48,8.912791666666667,3.8076237854919404,4.559,18.214,13.654999999999998,6,2010-07-14
48,10.064916666666667,3.772895906968902,5.628,18.498,12.870000000000001,6,2010-07-15
48,10.897604166666667,4.475773912585176,5.9910000000000005,20.421,14.43,6,2010-07-16
48,12.460979166666666,5.877036525214529,5.896,26.636,20.74,6,2010-07-17
48,11.00025,4.980557656976585,6.486,23.045,16.559,6,2010-07-18
48,11.832541666666666,5.218364090925527,5.273,23.81,18.537,6,2010-07-19
48,11.814604166666667,6.416425211872787,5.702,27.559,21.857,6,2010-07-20
48,11.771,6.577797950100049,5.324,25.933,20.609,6,2010-07-21
48,13.045020833333332,6.261375416467192,6.432,26.808,20.375999999999998,6,2010-07-22
48,11.915916666666666,4.428200483810856,6.6450000000000005,22.67,16.025000000000002,6,2010-07-23
48,11.486958333333334,5.399594035009282,5.153,23.418,18.265,6,2010-07-24
48,9.683395833333334,4.833633278370372,4.023,23.406,19.383,6,2010-07-25
48,10.675895833333334,4.577587496355561,5.125,20.415,15.29,6,2010-07-26
48,10.853083333333332,4.881703935313647,5.318,21.688,16.369999999999997,6,2010-07-27
48,10.438145833333333,4.768289835675212,4.501,21.695,17.194,6,2010-07-28
48,9.867645833333333,4.603287315162907,4.618,19.888,15.270000000000001,6,2010-07-29
48,8.710145833333334,2.9856970317689946,4.592,16.929000000000002,12.337000000000003,6,2010-07-30
48,7.9736666666666665,2.8233921753604343,3.97,14.604,10.633999999999999,6,2010-07-31
48,9.517208333333334,4.27915095455208,4.327,20.697,16.369999999999997,6,2010-08-01
48,12.137749999999999,5.736399235713059,5.53,25.307,19.776999999999997,6,2010-08-02
48,11.4165625,4.339647087848788,6.387,20.735,14.347999999999999,6,2010-08-03
48,10.116770833333334,3.787191921264738,6.067,19.55,13.483,6,2010-08-04
48,10.941791666666667,5.803814497520679,4.867,25.219,20.352,6,2010-08-05
48,10.956083333333334,5.825536336675712,5.362,24.59,19.228,6,2010-08-06
48,11.933479166666666,5.2661842215095245,6.21,26.380000000000003,20.17,6,2010-08-07
48,11.400374999999999,5.0803539231083645,5.356,23.008,17.652,6,2010-08-08
48,10.153520833333333,5.150761203771745,4.993,22.643,17.65,6,2010-08-09
48,11.585291666666668,4.835343390117667,5.266,24.231,18.965000000000003,6,2010-08-10
48,10.282020833333332,3.9239669760771387,5.242,18.925,13.683,6,2010-08-11
48,11.0966875,4.6169899108007755,5.791,20.205,14.413999999999998,6,2010-08-12
48,9.945479166666667,3.5775635236169014,5.816,19.293,13.477,6,2010-08-13
48,8.950416666666667,3.5185749281239835,5.0120000000000005,17.582,12.57,6,2010-08-14
48,8.983125,3.200321749948196,4.527,16.728,12.201,6,2010-08-15
48,8.540520833333334,3.7159971943602046,4.19,16.697,12.506999999999998,6,2010-08-16
48,9.056791666666667,4.601790211120354,4.078,19.439,15.361,6,2010-08-17
48,8.562958333333333,3.658288595099553,4.591,16.878999999999998,12.287999999999997,6,2010-08-18
48,7.463541666666667,2.7647543383487867,4.54,13.28,8.739999999999998,6,2010-08-19
48,7.867145833333333,3.6355659396694207,3.756,16.555,12.799,6,2010-08-20
48,10.166895833333333,4.549783863183437,4.942,19.21,14.268,6,2010-08-21
48,9.989958333333334,4.3835562506351256,4.873,20.636,15.762999999999998,6,2010-08-22
48,9.915729166666667,4.787373213651802,4.733,25.525,20.791999999999998,6,2010-08-23
48,8.700083333333334,3.730492385693383,4.58,17.393,12.813,6,2010-08-24
48,8.682,3.3166046852614004,4.291,16.854,12.562999999999999,6,2010-08-25
48,9.656791666666667,3.9984288561103463,4.632,19.398,14.766,6,2010-08-26
48,9.372375,3.808889069202379,4.346,16.905,12.559000000000001,6,2010-08-27
48,8.8505625,3.441211432572868,4.172,16.252,12.079999999999998,6,2010-08-28
48,9.385916666666667,4.175102388008541,4.708,18.715,14.007,6,2010-08-29
48,8.6135625,3.654850987481089,4.08,18.179,14.098999999999998,6,2010-08-30
48,7.027125000000001,2.6475772435640654,3.803,13.753,9.95,6,2010-08-31
48,7.479375,3.1804833676860587,3.313,14.692,11.379,6,2010-09-01
48,7.342791666666667,3.438491362398745,3.258,16.186,12.928,6,2010-09-02
48,7.9224375,2.985528506662721,3.519,13.307,9.788,6,2010-09-03
48,8.395479166666666,3.4252827122926957,3.29,15.906,12.616,6,2010-09-04
48,7.4042708333333325,2.5888704325589598,4.017,13.54,9.523,6,2010-09-05
48,7.405354166666666,3.2073404538325487,3.593,14.65,11.057,6,2010-09-06
48,7.5218125,2.8220541157427954,4.001,13.566,9.565000000000001,6,2010-09-07
48,7.366395833333333,3.048440310936721,3.741,14.204,10.463000000000001,6,2010-09-08
48,7.875041666666667,3.691855694134327,4.2410000000000005,17.25,13.009,6,2010-09-09
48,7.541479166666666,2.9993901294251315,3.923,14.314,10.391,6,2010-09-10
48,7.87125,3.056706790690811,4.373,16.454,12.081,6,2010-09-11
48,7.427645833333333,2.6165750432585626,4.239,12.769,8.530000000000001,6,2010-09-12
48,6.630708333333334,2.6346478060751766,3.702,12.2,8.498,6,2010-09-13
48,7.571583333333333,3.0015782786928225,3.834,13.313,9.479000000000001,6,2010-09-14
48,7.1619166666666665,2.665302911477244,3.969,13.908,9.939,6,2010-09-15
48,7.222333333333334,3.4065999230113575,3.756,16.298,12.541999999999998,6,2010-09-16
48,7.80875,3.168399760534203,4.282,15.596,11.314,6,2010-09-17
48,7.7964375,2.2330455675263177,4.711,12.354,7.642999999999999,6,2010-09-18
48,8.186979166666667,3.010923633574308,4.477,15.848,11.371,6,2010-09-19
48,7.474958333333333,2.4924318122372937,4.228,13.545,9.317,6,2010-09-20
48,6.6102083333333335,2.3781364862352046,3.74,12.649,8.908999999999999,6,2010-09-21
48,6.1183958333333335,2.0084662692900483,3.748,10.955,7.207,6,2010-09-22
48,6.050291666666666,2.4317086712961196,2.957,11.111,8.154,6,2010-09-23
48,6.745479166666667,2.3518773306191254,3.3320000000000003,12.371,9.039,6,2010-09-24
48,6.253875,1.8284042644490077,3.258,10.469,7.210999999999999,6,2010-09-25
48,6.534208333333333,2.308929944279092,3.073,11.969,8.895999999999999,6,2010-09-26
48,6.466666666666666,2.3501121053688947,3.475,11.86,8.385,6,2010-09-27
48,6.180395833333333,2.094110482358248,3.562,10.814,7.252000000000001,6,2010-09-28
48,6.3613125,2.3231577295646906,3.282,12.299,9.017,6,2010-09-29
48,7.196645833333334,2.5190205162441344,3.826,12.667,8.841,6,2010-09-30
48,6.453354166666667,2.809097064664316,2.876,12.31,9.434000000000001,6,2010-10-01
48,6.9406875,2.6069724280650703,3.107,12.88,9.773,6,2010-10-02
48,6.711270833333334,2.9426518561265875,0.0,11.631,11.631,6,2010-10-03
48,6.782062499999999,2.5529411107895883,3.355,12.125,8.77,6,2010-10-04
48,6.425791666666666,2.5231672426530043,3.222,12.616,9.394,6,2010-10-05
48,6.067458333333334,1.8793300295395376,3.522,9.932,6.41,6,2010-10-06
48,6.279395833333333,2.118123092675907,2.993,10.696,7.702999999999999,6,2010-10-07
48,6.1087291666666665,2.069901999320446,2.9,10.831,7.930999999999999,6,2010-10-08
48,6.716291666666667,2.4339391062011058,3.201,11.143,7.942,6,2010-10-09
48,6.700729166666666,2.86870101628478,3.147,12.589,9.442,6,2010-10-10
48,6.512458333333334,2.1769196562382156,3.181,11.595,8.414000000000001,6,2010-10-11
48,6.214083333333334,2.2737545651839897,3.024,11.566,8.542000000000002,6,2010-10-12
48,6.011041666666666,2.060949997414778,2.975,10.463,7.4879999999999995,6,2010-10-13
48,5.721145833333334,2.0298521588506824,3.083,10.898,7.8149999999999995,6,2010-10-14
48,6.490916666666667,2.130856863243331,3.16,10.976,7.816000000000001,6,2010-10-15
48,6.546375,2.2512836586494664,2.898,10.769,7.871,6,2010-10-16
48,6.386187499999999,2.4438532241354065,2.768,11.744,8.975999999999999,6,2010-10-17
48,5.9661875,2.0295371829216884,3.213,10.847,7.6339999999999995,6,2010-10-18
48,6.343791666666667,2.4733799078264784,3.202,10.994,7.792,6,2010-10-19
48,5.946437499999999,2.304052719054156,3.068,11.324,8.256,6,2010-10-20
48,6.010958333333334,2.2389232495500786,3.006,11.147,8.141,6,2010-10-21
48,6.327979166666666,1.9683573180374616,3.383,10.495,7.111999999999999,6,2010-10-22
48,6.5971875,2.3808017660448195,2.967,11.357,8.389999999999999,6,2010-10-23
48,6.763750000000001,2.5854812836462586,3.086,11.943,8.857,6,2010-10-24
48,6.162541666666667,2.4576339075946336,2.921,12.237,9.316,6,2010-10-25
48,5.815770833333333,2.057590454458841,3.003,10.238,7.234999999999999,6,2010-10-26
48,6.218854166666667,2.579601494785031,2.789,11.887,9.098,6,2010-10-27
48,5.989645833333333,2.0187785383223145,3.078,10.128,7.050000000000001,6,2010-10-28
48,5.933375000000001,2.2062194256817067,3.04,10.192,7.152,6,2010-10-29
48,6.499270833333333,2.5138910396298413,2.97,11.381,8.411,6,2010-10-30
48,7.118729166666667,1.809199937665916,4.458,11.156,6.698,6,2010-10-31
48,7.6236875,3.1039742277681586,3.271,14.788,11.517,6,2010-11-01
48,6.275041666666667,2.427218756487344,3.015,11.868,8.853,6,2010-11-02
48,6.021791666666666,2.2726504721227414,2.891,10.753,7.862,6,2010-11-03
48,6.782145833333334,2.707957210680383,3.173,13.024,9.850999999999999,6,2010-11-04
48,6.4036875,2.3041443804149666,3.2190000000000003,11.848,8.629000000000001,6,2010-11-05
48,7.19875,2.422990200276983,3.143,11.466,8.323,6,2010-11-06
48,6.296499999999999,2.1882843177519566,3.139,11.617,8.478000000000002,6,2010-11-07
48,5.941583333333334,2.0028941488833616,2.886,11.022,8.136,6,2010-11-08
48,5.8922083333333335,1.973023718552727,2.869,9.529,6.66,6,2010-11-09
48,6.223020833333333,2.1749806014256805,2.778,10.386,7.607999999999999,6,2010-11-10
48,6.40275,2.442237616299463,3.23,12.12,8.889999999999999,6,2010-11-11
48,6.441916666666667,1.9880983411754047,3.333,10.087,6.754,6,2010-11-12
48,8.0043125,3.1046695521303924,3.849,13.201,9.352,6,2010-11-13
48,8.8955,3.613909947187808,3.656,16.463,12.807,6,2010-11-14
48,6.707166666666667,1.8728018301559461,4.29,11.417,7.127,6,2010-11-15
48,5.9835,1.9436229933877431,3.164,10.002,6.838000000000001,6,2010-11-16
48,6.1119375,2.009581468082771,3.1,10.726,7.626000000000001,6,2010-11-17
48,5.862208333333334,1.8955586271242704,3.437,10.925,7.488000000000001,6,2010-11-18
48,6.951229166666667,2.3280452876305615,3.234,11.391,8.157,6,2010-11-19
48,6.063791666666667,1.8558207676473508,2.788,8.856,6.068,6,2010-11-20
48,5.968645833333333,2.1771999438042937,2.814,11.996,9.182,6,2010-11-21
48,6.019479166666667,2.2208410903288214,2.949,11.065,8.116,6,2010-11-22
48,5.843416666666666,1.9619340309612785,3.017,10.51,7.493,6,2010-11-23
48,6.1589583333333335,2.2977534167495857,3.004,10.588,7.584,6,2010-11-24
48,7.655666666666666,3.481942777178584,2.991,16.068,13.077000000000002,6,2010-11-25
48,6.750416666666666,1.8418374247720073,3.679,10.824,7.145,6,2010-11-26
48,6.7853125,2.3408900212857757,3.226,10.657,7.431,6,2010-11-27
48,6.65325,2.385593734919067,3.784,12.311,8.527000000000001,6,2010-11-28
48,5.991499999999999,1.9725522186545914,3.09,10.993,7.9030000000000005,6,2010-11-29
48,5.7564166666666665,1.9317342977653842,2.819,9.626,6.8069999999999995,6,2010-11-30
48,7.7198125,3.9528339397937153,3.18,16.582,13.402000000000001,6,2010-12-01
48,7.1937500000000005,2.8603463523355255,2.887,13.231,10.344,6,2010-12-02
48,6.436645833333333,2.105042673945402,3.402,10.922,7.5200000000000005,6,2010-12-03
48,6.668520833333333,1.9949891375972966,3.344,9.954,6.610000000000001,6,2010-12-04
48,6.56425,2.003482866346672,3.363,10.692,7.329000000000001,6,2010-12-05
48,6.915979166666666,2.6926555308964737,3.362,13.18,9.818,6,2010-12-06
48,6.427416666666667,2.177150107055663,3.629,12.376,8.747,6,2010-12-07
48,7.311479166666667,2.9307618208616977,3.35,13.355,10.005,6,2010-12-08
48,7.8128125,3.3850268904695757,3.987,14.601,10.614,6,2010-12-09
48,7.961145833333333,2.827615497873085,4.285,13.862,9.577,6,2010-12-10
48,7.162083333333334,2.4805536258626097,3.512,12.215,8.703,6,2010-12-11
48,7.213895833333333,2.43303738232935,3.606,13.015,9.409,6,2010-12-12
48,6.235458333333334,1.9818237459292578,3.671,9.972,6.301,6,2010-12-13
48,6.850666666666666,2.3664444766342836,3.459,12.08,8.621,6,2010-12-14
48,7.069604166666667,2.9175123601961257,3.09,13.692,10.602,6,2010-12-15
48,6.617104166666667,1.55921690982915,3.871,9.564,5.693,6,2010-12-16
48,6.028395833333334,1.9720831273703623,2.758,10.13,7.372000000000001,6,2010-12-17
48,5.879854166666667,1.5280393220625914,3.369,8.385,5.016,6,2010-12-18
48,6.1477916666666665,2.2835058242296604,3.107,10.572,7.464999999999999,6,2010-12-19
48,5.613645833333333,1.762173579123519,3.152,9.818,6.6659999999999995,6,2010-12-20
48,5.927979166666667,2.3786331895903086,3.037,12.154,9.117,6,2010-12-21
48,5.834479166666667,1.915233900382342,3.371,12.101,8.73,6,2010-12-22
48,6.305354166666667,2.1241845342923833,3.308,11.022,7.714,6,2010-12-23
48,6.231354166666667,1.560159463884454,3.564,9.145,5.5809999999999995,6,2010-12-24
48,7.065083333333334,2.37586667576127,3.507,13.129,9.622,6,2010-12-25
48,6.623479166666667,1.9784554042966902,4.002,12.246,8.244,6,2010-12-26
48,6.143375,1.789643844575097,3.249,9.502,6.253,6,2010-12-27
48,5.489,1.6541590779967763,2.834,9.13,6.296000000000001,6,2010-12-28
48,5.873708333333333,1.80964717330312,2.95,9.669,6.719,6,2010-12-29
48,6.745666666666666,2.1226286326290658,3.673,11.981,8.308,6,2010-12-30
48,7.2844375,2.4406175875742178,3.552,11.522,7.970000000000001,6,2010-12-31
48,9.734020833333334,4.606476636167467,3.843,18.461,14.617999999999999,6,2011-01-01
48,7.668833333333333,2.580983462017081,3.662,11.994,8.332,6,2011-01-02
48,6.2075,1.778533378580061,3.349,9.389,6.039999999999999,6,2011-01-03
48,5.8678333333333335,1.9460738361857,3.165,10.607,7.441999999999999,6,2011-01-04
48,5.768854166666666,1.7662908122954417,3.371,9.929,6.558,6,2011-01-05
48,6.1760625000000005,1.9913301916510113,3.277,10.498,7.220999999999999,6,2011-01-06
48,6.644479166666667,2.2958554609184527,3.358,12.344,8.985999999999999,6,2011-01-07
48,6.781666666666666,2.449643624392091,3.21,11.923,8.713000000000001,6,2011-01-08
48,8.0263125,2.8630301025925426,3.786,13.991,10.205,6,2011-01-09
48,6.864541666666667,1.7809300696884662,3.772,10.8,7.0280000000000005,6,2011-01-10
48,6.823729166666666,2.1575985837251808,3.874,11.767,7.892999999999999,6,2011-01-11
48,7.182958333333333,2.32113764255241,3.854,10.75,6.896,6,2011-01-12
48,7.59125,2.5532932634857484,3.403,12.502,9.099,6,2011-01-13
48,7.7997499999999995,2.6749320492463187,3.501,12.291,8.790000000000001,6,2011-01-14
48,8.854916666666666,4.088304293091182,4.009,18.613,14.604,6,2011-01-15
48,8.4505,3.740819207129039,3.772,17.414,13.642000000000001,6,2011-01-16
48,7.6906875,2.387879047831876,3.835,11.184,7.348999999999999,6,2011-01-17
48,6.608770833333334,2.527166938213479,3.575,12.156,8.581,6,2011-01-18
48,6.4123125,2.063780626601104,3.527,10.689,7.162,6,2011-01-19
48,7.315958333333334,2.3218654180429033,3.883,12.417,8.533999999999999,6,2011-01-20
48,7.799062500000001,2.8819493063760304,3.792,13.196,9.404,6,2011-01-21
48,7.5056666666666665,2.702274080413341,3.431,13.111,9.68,6,2011-01-22
