round,direction,receiver_id,selected_sender_id,receiver_local_update_executed,receiver_local_train_loss,receiver_local_val_loss,sender_local_train_loss,sender_local_val_loss,sender_id,val_loss_receiver_loc,val_loss_receiver_trans,val_loss_sender_copy_trans,val_loss_merged,accept_merge,rollback_to_local,rollback_reason,receiver_transfer_loss_avg,sender_copy_transfer_loss_avg,receiver_pred_loss_avg,sender_copy_pred_loss_avg,receiver_active_ratio_avg,sender_copy_active_ratio_avg,w_receiver,w_sender
21,Client4 -> Client2,2,4,False,,0.10379554380201099,0.0027639978360458057,0.0032486418933048056,4,0.10379554380201099,0.0022298604230920286,0.0020434805713029198,0.1026643286654849,True,False,,0.0050521543436783485,0.0004479086354541745,0.006727237466927861,0.002166809953381154,0.557884967756462,0.4572733979032769,448.4565513960939,489.35875410592416
22,Client5 -> Client2,2,5,False,,0.1026643286654849,0.002623998597720388,0.002702449927561527,5,0.1026643286654849,0.0024486722804768954,0.0023974609246981125,0.11915640079444394,True,False,,0.004783549466131625,0.00031662700661834627,0.006644451999015047,0.0020449721839535043,0.6792708754779196,0.5313756752481659,408.3829118922052,417.10620541766076
23,Client4 -> Client2,2,4,False,,0.11915640079444394,0.0026351347923637128,0.0029720790997702314,4,0.11915640079444394,0.0020984532579642365,0.0020648043060416473,0.025389403279930084,True,False,,0.006497500695991466,0.0003425331926054742,0.0077702132682731,0.002102616540991,0.6311781643612706,0.4460414535081946,476.5391989613014,484.3050520688469
24,Client9 -> Client2,2,9,False,,0.025389403279930084,0.0024507553851620834,0.002585768110509851,9,0.025389403279930084,0.002056736277164886,0.0021128762421401756,0.15656107717010115,True,False,,0.0006563621573143232,0.0003300958073334491,0.0024833574917818018,0.0022062719513076213,0.4906836732315307,0.5783261547460693,486.20484262086336,473.2862470565781
25,Client8 -> Client2,2,8,False,,0.15656107717010115,0.002468511421629831,0.0024603914927099294,8,0.15656107717010115,0.002188658405211866,0.002073800418528794,0.0939564363335012,True,False,,0.008940815013490207,0.0003705449652913495,0.011308525846430915,0.0021102281821565837,0.7253170882853028,0.4992504105079328,456.8988146485346,482.20415476040563
26,Client6 -> Client2,2,6,False,,0.0939564363335012,0.002239166745751388,0.0028903904088626816,6,0.0939564363335012,0.002103567239470963,0.0019440429197907423,0.10904891292397108,True,False,,0.0047991468764040195,0.00035521441681318603,0.0064586604533612675,0.002049278221028737,0.6391499892922876,0.457892106711273,475.38069020536375,514.389289416895
27,Client5 -> Client2,2,5,False,,0.10904891292397108,0.0025746234975378636,0.003348885845311445,5,0.10904891292397108,0.002647430723026535,0.0019573790413849206,0.12623610257004347,True,False,,0.004526524798266163,0.00047283702276553033,0.00655930140977664,0.0020179952274712717,0.6051210051879513,0.37786450278151085,377.723282452499,510.8846421723427
28,Client7 -> Client2,2,7,False,,0.12623610257004347,0.0022674554989434753,0.002504438523975126,7,0.12623610257004347,0.0022311048668027683,0.00196480418781433,0.10616097251545603,True,False,,0.0052872008352447195,0.00035572395344580967,0.006968025455228875,0.002062396095821679,0.6693001451827161,0.4667919948663404,448.2064168363594,508.9539795681165
29,Client1 -> Client2,2,1,False,,0.10616097251545603,0.0021886058755077055,0.002192269585082299,1,0.10616097251545603,0.0021728260536756595,0.002012698669587066,0.10346694869269704,True,False,,0.004499852136619748,0.000435954646263018,0.005711459253181728,0.0020963743250117443,0.6302738976445103,0.3769602360675873,460.22800399890207,496.84289391229345
30,Client5 -> Client2,2,5,False,,0.10346694869269704,0.0025495265741073653,0.00340359169813604,5,0.10346694869269704,0.0020142521514530313,0.0019345064135679391,0.10752130027290636,True,False,,0.005779401198784402,0.00028417445034048874,0.006405358650788085,0.0019708733730814496,0.6661352116868204,0.40139923377989406,496.45970822548026,516.9250532000619
